director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Aziz Ansari,Keanu Reeves,Aziz Ansari,Seth Rogen,Documentary,good fortune
Richard Linklater,Ethan Hawke,Margaret Qualley,Bobby Cannavale,"Adventure, Comedy, Romance",blue moon
Matt Whitaker,Ewan Horrocks,Rupert Evans,Sean Mahon,"History, Drama, Thriller",truth & treason
Simon McQuoid,Karl Urban,Adeline Rudolph,Jessica McNamee,"Action, Adventure, Fantasy",mortal kombat ii
Scott Cooper,Jeremy Allen White,Jeremy Strong,Paul Walter Hauser,"Drama, Music",deliver me from nowhere
Josh Boone,Allison Williams,Dave Franco,Mckenna Grace,Drama,regretting you
Yorgos Lanthimos,Emma Stone,Jesse Plemons,Alicia Silverstone,"Comedy, Science Fiction",bugonia
Dan Trachtenberg,Elle Fanning,Dimitrius Schuster-Koloamatangi,,"Action, Science Fiction",predator: badlands
Edgar Wright,Glen Powell,Colman Domingo,Katy O'Brian,"Crime, Drama, Thriller",the running man
Cyrus Nowrasteh,Naya Desir-Johnson,Zachary Levi,Sonequa Martin-Green,Drama,sarah's oil
Ruben Fleischer,Jesse Eisenberg,Woody Harrelson,Dave Franco,"Thriller, Crime",now you see me: now you don't
Noah Baumbach,George Clooney,Adam Sandler,Billy Crudup,"Drama, Comedy",jay kelly
Michael Dowse,Dave Bautista,Sophia Lillis,Jack Champion,"Crime, Thriller, Horror, TV Movie",trap house
Jon M. Chu,Cynthia Erivo,Ariana Grande,Jonathan Bailey,"Drama, Fantasy, Romance",wicked: for good
Jalmari Helander,Jorma Tommila,Richard Brake,Stephen Lang,"Action, War",sisu 2
Phil Cunningham,Brent Dawes (director/screenplay),,,Documentary,david
Byron Howard,Ginnifer Goodwin,Jason Bateman,Ke Huy Quan,"Family, Comedy, Adventure, Animation",zootopia 2
Zhao,Jessie Buckley,Paul Mescal,Emily Watson,"Drama, History",hamnet
Michael Showalter,Michelle Pfeiffer,Felicity Jones,Chloë Grace Moretz,Comedy,oh. what. fun.
Emma Tammi,Josh Hutcherson,Elizabeth Lail,Piper Rubio,"Horror, Thriller",five nights at freddy's 2
James L. Brooks,Emma Mackey,Woody Harrelson,Kumail Nanjiani,"Comedy, Drama",ella mccay
Mike P. Nelson,Rohan Campbell,Ruby Modine,Mark Acheson,"Horror, Thriller","silent night, deadly night"
James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,"Science Fiction, Adventure, Fantasy",avatar: fire and ash
Derek Drymon,Tom Kenny,Bill Fagerbakke,Rodger Bumpass,"Family, Comedy, Adventure, Animation",the spongebob movie: search for squarepants
mez Monteverde,Deva Cassel,Sam Worthington,Ben Mendelsohn,Drama,zero a. d.
Tom Gormican,Jack Black,Paul Rudd,Daniela Melchior,"Adventure, Horror, Thriller",anaconda
Paul Feig,Sydney Sweeney,Amanda Seyfried,Brandon Sklenar,"Thriller, Mystery",the housemaid
Josh Safdie,Timothée Chalamet,Gwyneth Paltrow,Tyler,Drama,marty supreme
Craig Brewer,Hugh Jackman,Kate Hudson,Michael Imperioli,"Drama, Romance",song sung blue
